code,META_LoincName,META_ReferenceUnit,META_DataType,raw_value_exact,row_count
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,Vent 40/10 VV 100/S .5,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC 500 22/+5 50%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,SUPINE PC 18; 28; 8; 40%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"100%, ecmo 100%, sweep 5",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"ECMO 100%/2, NC 3 l/min",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VA 80% Sw 1;  PC 40% PEEP 8,1
ALBCREATUR//9318-7,Albumin/Creatinine [Mass Ratio] in Urine,mcg/mg,Number,<14.0,1
PROTSAGTOT//27823-4,Protein S Ag actual/normal in Platelet poor plasma by Immunoassay,%,,See Note,1
VARICELLAIGG//5403-1,Varicella zoster virus IgG Ab [Units/volume] in Serum by Immunoassay,,,>5.00,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"PS 8/5, 40%",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,ven t 70%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,BiPAP 12/10 Rate 6 100%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,2 l and on ecmo 70%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC 35/350/10/80%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,FiO2 30% peep 5,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC 260/35/14/90%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VV ECMO Sweep 0.5L 100% vent 40%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,45% VC 370/ 18/ +8,1
WBC//6690-2,Leukocytes [#/volume] in Blood by Automated count,x10E3/uL,,<0.6,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,Tent 60%10L,1
ALBCREATUR//9318-7,Albumin/Creatinine [Mass Ratio] in Urine,mcg/mg,Number,<15.6,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40%/15LPM,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 60l 100% ECMO 100% SWEEP 2.0,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VENT 100%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"53% VENT, 80% ECMO",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40% VC 410 PEEP 5 rr 22,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,Face tent 40L 40%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,acvc 400/16/5 fio2 50,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,v50 e0 s0,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,V100 E100 sw3,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"60% fio2, PC 18/10",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,FiO2 30% & PEEP 5,1
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,">100,000 CFU/mL ",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VA ECMO: FLOW 2.9, SWEEP 2, FIO2 100%",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,1LNC ECMO100%S1.5,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,vc 540/22/8/50%,1
BACULBLD//600-7,Bacteria identified in Blood by Culture,,Category,Raoultella planticola,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VV S 3.5 100%, Vent 60%",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VA ecmo sweep 2 fio2 80% vent ps 10/5 fio2 55%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,Fio2 35 Peep5,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,55% + PEEP 5,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VV 100% 8L / PSV 40% 5/8,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,60%30L HFNC,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"RA   VAECMO S4, 70%",1
BACULRSP//6460-0,Bacteria identified in Sputum by Culture,,Category,Moderate Achromobacter xylosoxidans,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,100% VC+,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VA 100%, Sw4;  AC 40%, PEEP 8",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,65% FiO2,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"p5100%, 100% vv ecmo",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,fiO2 30% RR 16 tV 420 ACVC,1
FUCUL//580-1,Fungus identified in Specimen by Culture,,,YEAST: NON-VIABLE,1
TRNGLUTIGAAB//46128-5,Tissue transglutaminase IgA Ab [Units/volume] in Serum by Immunoassay,U/mL,,>100,1
ADENOQNCPML//49340-3,Adenovirus DNA [#/volume] (viral load) in Specimen by NAA with probe detection,cpy/mL,,"1,900",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,trach 14/12 80%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"vent 50%, vv ecmo 50% fi02 100%",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,2L simple face mask,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,30% VC420 peep 5 rate13,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC 50% 520/20/+10,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VC+ 40%, VA ECMO sw 2, FiO2 70%",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VA ECMO S 2/100% FiO2/Flow 4.7 & HFNC 40L/40%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,30% Peep 5 PS 10 RR20,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VA ECMO fio2 70%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,100% ecmo; sweep 1; PC 40%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PS 5/8 FiO2 40%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"30% on vent, 100% ecmo sweep 2.5",1
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,Rare Staphylococcus hominis,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,sweep5-80% vent 100 %,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC 50% 22/16/+8,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"70%, ECMO 100%. sweep 9",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,fio2 70% 3L nc,1
ADENOQNCPML//49340-3,Adenovirus DNA [#/volume] (viral load) in Specimen by NAA with probe detection,cpy/mL,,"362,000",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"ECMO 100%, Vent 80%",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC 18 Vt365 peep5 40%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"AC FiO2 40%, Peep 5 R16 TV 570",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,ecmo sweep 12/100%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40% PC 8 Rate 18 PEEP 8,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,va ecmo sweep 1 100% vent 30%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"100%, ecmo 100% sweep 5",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC / 400ml / rate 12/ peep 5 / FIO2 35%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,,FiO2 21,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,100% ecmo/sweep 5/50% vent,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VA ECMO sweep 100%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"40%, 40 Liters",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,100% PC16/12 rate:24,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,8 L 75%,1
ALBCREATUR//9318-7,Albumin/Creatinine [Mass Ratio] in Urine,mcg/mg,Number,<14.7,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"PS 5/5 FiO2 100%; VA ECMO sweep 1, FiO2 100%",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VC 265, Rate 18, PEEP 5, 100% FiO2",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VA ECMO sweep 3 100% VC R 16 60%,1
ADENOQNCPML//49340-3,Adenovirus DNA [#/volume] (viral load) in Specimen by NAA with probe detection,cpy/mL,,"1,150",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,100%60L,1
HGBA1CPOC//4548-4,Hemoglobin A1c/Hemoglobin.total in Blood,%,,>14.0,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"PC 14 rate 14, peep 10 fio 40%",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,2L ecmo 80% sweep 2,1
MEMALSER//13964-2,Methylmalonate [Moles/volume] in Serum or Plasma,,,135 nmol/L,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC r12 Vt370 peep 10 30%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC RR18 TV300 70%fiO2 PEEP8,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFTC50%40L,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VA ECMO sweep 2.5 55%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"ECMO: S 7 100%, Vent: PC 10/15 60%",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,vc fio2 40%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VA 3.7, sweep 2, 100%",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,ecmo 80%/sweep 6,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VC 350, R25, P5, 60%",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC 10/24/12/100,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC 22 / rate 36/ peep 12/ fio2 100%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VVECMO Sweep 1, 100%, Vent PC 12/10, rate 15, 40%",1
ALBCREATUR//9318-7,Albumin/Creatinine [Mass Ratio] in Urine,mcg/mg,Number,<14.4,1
BACULBLD//600-7,Bacteria identified in Blood by Culture,,Category,Bacteroides pyogenes,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,100% vc,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,ECMO FiO2 @ 100%. Sweep 2.5. Vent FiO2 @ 50%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,50%VC RR28,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,100/RA/S3,1
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,Many Delftia acidovorans,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"TV 400, peep 5",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"vv ecmo swp 2, 100%. vent 30%",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,2 L n/c,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,50% pc 12/8 rr 18,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"HFNC 80/40, VV ECMO Sweep 8/100%",1
BUN//3094-0,Urea nitrogen [Mass/volume] in Serum or Plasma,,,11 post dialysis,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VC RR 16, TV 570 40%",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,ps40 E60sw1.5,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40%/Peep 5,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,ACPC  Fio2 50 % peep 5,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC 430 PEEP 16 90%,1
ADENOQNCPML//49340-3,Adenovirus DNA [#/volume] (viral load) in Specimen by NAA with probe detection,cpy/mL,,"6,920",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"R14, TV460, peep 10, fio2 32%",1
CRYPTAGTRBLD//11473-6,Cryptococcus sp Ag [Titer] in Specimen,,,Test Not Performed,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VC+ 14/400/5/40% VA S4.5, FiO2 70%",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,1005 3L,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"40%, et tube",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC 18/12 30%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,30% VC500 RR16 PEEP8,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 40/40 VV S3/100%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC 50% PEEP 10,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,Nasal Cannula 4 L/min,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VC 18, 300, 30%, +5",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC 14/10/60% VV S4/100%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"PC 16/10, 40%, RR 20",1
PROTUR//20454-5,Protein [Presence] in Urine by Test strip,,,negaative,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC P14 90%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,vc 30/8/40%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"70%PC 22 peep12 rate28, iNO 5ppm",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,35% VC350 peep5 rate18,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VC+ 14, 560, 5, 40%",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"ACVC+ rate 22, peep 8, fio2 50%",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"S2, ECMO 90%",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,hfnc 40L 100%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,20%/6L,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,50% VC 470 RR 30 PEEP 10,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"FiO2 100%, Peep 15 R 16",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,100%40L HFNC,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"vent ps 10/10, fio2 40%",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 20L 70%,1
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,Moderate Raoultella species,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC fio2 30% peep 5,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,65% SUPINE,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC 330 R 28 PEEP 5 100%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,30% VC 300 PEEP 5,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,ecmo s1.5 fio2 80% HCNC 30/30,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"TC 60%, ECMO sweep 0",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"ECMO S2, Fio2 80%; ETT 30%",1
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,Rare Citrobacter freundii,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VA ECMO 100%, Sweep 1, HFNC 30/30",1
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,"50,000 CFU/mL Hafnia species",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,100% ecmo 35% vent,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,45L/30%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,50% PC10 RATE 22 PEEP 10,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,face tent 30% 6L,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VA ecmo S 1.5/ 100% and HFNC 30% 40L,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,ET PC 35%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40%/ 20L,1
BACULRSP//6460-0,Bacteria identified in Sputum by Culture,,Category,Many Gram Negative Rod,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40LPM 40% HFNC,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"FIO2 50%, PEEP 5",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,vent100%/ecmo100%/sweep15,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VA ECMO 55%/4,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,60/ supine,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"1L NC. VV ECMO Sweep 1, FiO2 @ 100%",1
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,"50,000 CFU/mL Delftia acidovorans",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"Mech Vent 40%, rate 14, peep 5",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,50    Peep 5,1
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,"80,000 CFU/mL Candida parapsilosis",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,0.5 L,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"ECMO 100% FiO2, sweep 15, trach vent 100% FiO2",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,Bilevel - 40%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,ecmo sweep 15 fio2 100/vent pc 20 peep 10  fio2 100%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,70% sweep 4/ 30% vent,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 60% 30 L,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,,43%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"FIO2 30%, RAte 22, PEEP 5",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,60% 8,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"FIO2 50%, Rate 16",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VA  ECMO S1.5/100%/F 4.6 & HFNC 40L/40%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"E 3l 100%, v 40%",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,oximyzer 9L,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HCNC 40/30%,1
ADENOQNCPML//49340-3,Adenovirus DNA [#/volume] (viral load) in Specimen by NAA with probe detection,,,"1,330",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,30% / 40L HFNC,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,3L n/c,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFTC 60%/ 50L,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PRVC 30%/5,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,S3 70%/TC 28% 6L,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,hiflow30 %,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,100. sweep 2/2,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40% VC500 peep 5 rate 30,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,60% ecmo/sweep 1/HFNC 30%/20L,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,.5 L NC,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"FIO2 30%, Rate 24, PEEP 10",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"ECMo 50% S4, PC 15/10 60%",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"ACVC+ RATE 30, PEEP 5, FIO2 30%",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PEEP 6 FIO2 30%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"ECMO 80% S3, Vent 40%",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"HFNC 40L, 30%",1
ALBCREATUR//9318-7,Albumin/Creatinine [Mass Ratio] in Urine,mcg/mg,Number,<17.8,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"fio2: 30, VCAC, RR: 18",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,30%fiO2  PEEP 5,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,sweep 1 100%/30% vent,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 40% 30L ECMO 100% S1,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"PEEP 12, FiO2 100%",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,100% HFNC 20L,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC R 22 P5 50%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VA ECMO sweep 2.5 100%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,15L non rebreather,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,V 30% ECMO S 6 100%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC+30% ECMO100S10,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC 23/10 100,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"30%  vent, 100% ecmo",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"RA, ECMO 100%, S1",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VV sweep 2 100%  vent ps5/5 30%,1
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,Moderate Candida auris,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HF 60L fio2 50%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,ac/pc r 14 10/10 50% va ecmo f 1.8 s 1.5 100%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,30% VC420 peep 5 rate 16,1
