code,META_LoincName,META_ReferenceUnit,META_DataType,raw_value_exact,row_count,bucket
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"vent 30%, PC 10/10; ECMO 80%, sweep 1.5",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,100% 40 liters,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"ECMO 100% , Sweep 1.5. VENT 50%",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VC 430, RR 20, peep 10, FiO2 80%",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC 40%/PEEP8,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"30 vent, 100% sweep in ecmo",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VV 100% 4L / HFNC 40/40,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC 365 RR 20 PEEP: 8 40%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40 percent,1,numeric_like
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC 360/5 18 35%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PS 20 Peep 5 FIO2 50%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VC, 490, R30, peep 8, FiO2 65%",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"6L NC with Face tent, NO 40ppm",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,TPIECE 95%15L ECMO100%S8,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC Peep 8,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"acvc+ rate 14, peep 5. fio2 25%",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,100% sweep 4/ 80%% 50L HFNC,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,Vent 60%. Ecmo 60% 3L Sweep,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,FiO2=60% PEEP=5,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 30L/45%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,TRACH COLLAR 28% / 6L,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,60 ECMO 30 vent,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC240 RR34 PEEP5 100%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,hi flow 30%/35L,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC 325; 26; 5; 90%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC 420/18/7/40%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VA Ecmo S1/50% & HFNC 40L/55%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,TC 8L 30%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,Prone VC 300 85% PEEP10,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,60/40L,1,numeric_like
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,"10,000 CFU/mL Streptococcus bovis group",1,organism
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,100/10/Bipap,1,numeric_like
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"40%, PEEP 8, RR 20",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,V 40% E50% S4,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"FIO2 50%, PEEP 8, Rate 16",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,100% VC 350/ 18/ +5,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC 40% 12/10,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"PSV O2 40% PEEP 10, PS 10",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 10L 40%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,4 l/min,1,numeric_like
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40% vent/100%ECMO,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,50% PC 12 rate 20 p10,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"40% vent, 100% S 1.5 ECMO",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,75% VC 300 PEEP 10 Proned,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"PC 15/28 peep 8, fio2 40%",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PS 7/5 75%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC 50%+5,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,100% INO 40 PPM,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,50% PEEP=7  rate=30,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"15L 100%, 4.75 L/min",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PS 7/5+ 25%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"acvc+ rate 14, peep 8, fio2 70%",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"ECMO 100% S10, BiPAP 40%",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,5L w/ iNO 20ppm,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HF 60% 50L,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,ACVC+ 16/5 30%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,V30 E80 S1,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,4L oxymizer,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"PC 15/10 R14, 60%  VVECMO S6, 100%",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,FIO2 30,1,unknown
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VA 100% 1.5L / HFNC 80% 50L,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VC 400, RR 22, PEEP 5, 50%",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"43%, VA 70%, sweep 4",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"Trach collar, 40%/15L.  ECMO 100%.",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VENT  FIO2 30 VC,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"PS 7/5 FiO2 @ 60%. VV ECMO FiO2 @ 100%, Sweep 2.",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"PC 15/5, 14, 30%",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC+ 70%,1,unknown
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40% rr14,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40L 36%,1,unknown
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"ETT 30%, VA ECMO 100% sweep 3",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"Vent PS 10/5, FiO2 30%, ECMO sweep 1.5 Fio2 90%",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,,1 L,1,numeric_like
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,50% prone,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,80% BIPAP,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40% Peep 5 PS 8,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC 440 RR 26 PEEP 8 60% + iNO 20 ppm,1,free_text
FUCULRSP//577-7,Fungus identified in Sputum by Culture,,,SOURCE: LINGULA,1,free_text
TIBC//2500-7,Iron binding capacity [Mass/volume] in Serum or Plasma,mcg/dL,Number,<322,1,numeric_like
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"PC 14, 24/7, 100% ECMO100S3",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,1L NC; 80% ECMO,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC 340 RR 35 PEEP 8 85% paralyzed,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,TCT,1,units_as_values
BACULST//625-4,Bacteria identified in Stool by Culture,,Category,Few Campylobacter species,1,organism
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,28 4L  trach collar,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 80% 50L/ VA 40% S 1,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,bipap 5/5 60%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,ps 5/5  40%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"50% ACVC 30/480, PEEP 8",1,free_text
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,"50,000 CFU/mL Salmonella group",1,organism
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,30% Vent/ECMO 70% Sweep 1L,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"Vent 100%, Ecmo 90%,  4L Sweep",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40% hiflow NC,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"v60%, E60%, S1",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"40% PEEP=7 , VC=30",1,free_text
FUCULBLD//601-5,Fungus identified in Blood by Culture,,Category,Citrobacter amalonaticus,1,organism
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40L/min 100%,1,free_text
FUCUL//580-1,Fungus identified in Specimen by Culture,,Category,Trichoderma species,1,organism
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,50L 21%,1,unknown
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"fiow 52%, vv ecmo 100%",1,free_text
FUCUL//580-1,Fungus identified in Specimen by Culture,,Category,Acremonium species,1,organism
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VV / VA S 5 100%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,S6 100%/ vent 70%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VC 410, 75%, PEEP 8, RR 26",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VVECMO S9, one hundred percent",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC 12/7 40%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,vent 60%/ ecmo 100%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC 430 RR 26 +5 50%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,SIMV PS 10/8 40%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"Vent 60%, ECMO 60% Sweep 3",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"100% ecmo, HFTC 40%/40L",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"HFNC 20L, 100%.  ECMO 100%, sweep 0.5",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,100% VC345 peep 5 rate24,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC70% PEEP=10,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 30L / 30%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,vc tv 290 60% peep 5,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,3LNC ECMO70%S1.5,1,free_text
CA153//6875-9,Cancer Ag 15-3 [Units/volume] in Serum or Plasma,U/mL,,<2,1,numeric_like
TIBC//2500-7,Iron binding capacity [Mass/volume] in Serum or Plasma,mcg/dL,,<220,1,numeric_like
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,,30%       ,1,unknown
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"40%vent, 100% ecmo,3s",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"100% VC 400, RR 20, PEEP 5",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 40% 40L VV ECMO S:0 FiO2 60%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,100% ecmo; sweep 6; vent 40%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"HFNC40/30,ECMO100%sweep3",1,unknown
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,TC 30% 40L,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,100% on vent and ECMO,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,ACVC 30% / VA 70% S 3L/min,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VA ECMO s: 1 100%.,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40 % VC,1,unknown
OPIATESUR//19295-5,Opiates [Presence] in Urine by Screen method,,,Test Not Performed,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,65% 60LPM,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC380/16/+8/60%,1,unknown
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC 40%/ 5+,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,60% PS 10PEEP 8,1,free_text
FUCULRSP//577-7,Fungus identified in Sputum by Culture,,Category,Exophiala species,1,organism
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VA ECMO FiO2: 80%, Sweep 3,PS 15/8, FiO21: 40%",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PS10/10 30%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC+ Vt 450 rate 20 peep 10 60%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC+ 50%/5,1,free_text
TRIGLY//2571-8,Triglyceride [Mass/volume] in Serum or Plasma,mg/dL,Number,>22125,1,numeric_like
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"60%VC340 peep10 rate26, proned, paralyzed",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,ecmo 100% S3 Vent 40%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VA ECMO S 15, FiO2 100%, Flow 4.8, Vent 40%",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,vc 60%,1,unknown
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,ACVC rate 14 fio2 30% peep 8,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,30% PC 12/5 Rate 14,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"PC 8/10. 16, 40%",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC 30% 25/14/+5,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC 280; RR 20; PEEP 5; 50%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,NC 2L. VA ECMO 100% sweep 3,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 40%40L; ECMP 100% sweep 4,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC 100% Fio2 Peep 10,1,free_text
BACULRSP//6460-0,Bacteria identified in Sputum by Culture,,,MOLD: SEE MYCOLOGY CULTURE FOR ID.,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC 420 40%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,302%/PEEP5,1,unknown
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,e 70% 3.5 L V 50%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VA 70% 1L / VC 400 R14 30% +5,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,35% 10L HFNC,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC 26/5 30% 500tv,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,vent FiO2 @ 40%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"Vent 100%, Ecmo 90% 3L Sweep",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"60%, 40L",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"5 peep, 30% fio2",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,30% fio2 10 peep,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"FIO2 50%, PEEP 10, Rate 20",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VV-ECMO fio2 70%, sweep 2, RPM 1400; vent fio2 30%",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"2L NC, ECMO 100% Sweep 3",1,free_text
BACULRSP//6460-0,Bacteria identified in Sputum by Culture,,Category,Moderate Candida albicans,1,organism
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"70%VC400 peep 14 rate14, ARDSnet",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,70% fio2 V/C,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"50% PC 8/10, 100% ECMO, Sweep 3.5",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,70% PC16 peep12 rate24,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,60@,1,unknown
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,r18 30% Vt 460 PEEP 10,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,RR 12 P8 PS7 50% TV500,1,free_text
PLT//13056-7,Platelets [#/volume] in Plasma by Automated count,x10E3/uL,,>6156,1,numeric_like
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"ECMO FiO2 100%, Sweep 1, PS 15/10 30%",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,100%50L,1,unknown
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VENT 100%/10; ECMO 100%/8,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,vc 60,1,unknown
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,100% (ECMO),1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 40% / 40 LPM,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"3LNC/ECMO S1, 100%",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,60%  FiO2 PEEP 5,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VA ECMO Sweep 1, Flow 3.7, FiO2 100%, VC 40%",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"PC Peep 8, Rate 18.",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,50% PC12 RR12 peep8,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40 vent/off sweep,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"18/10 80%, rate 26",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 30%/60L/min,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,4 sweep/100%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC 360 26 5 40%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,30% vent; S 1 80% ECMO,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40%/peep10,1,unknown
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC 290 RR32 21%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HF 40%/20L,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VV ECMO swepp 5.5, Fio2 100% PS 10/10 Fio2 40%",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VV-ECMO sweep @1, fio2 50% / vent fiow 40%",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"Vent 45%, VV ECMO Sweep 4 100%",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,80 ecmo/ 50 vent/ sweep 2,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,60% PC 24 rate 30 peep 12,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,30% VC 380 RR 16 PEEP5,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 30/30 VV 100% sweep 0.5,1,free_text
TIBC//2500-7,Iron binding capacity [Mass/volume] in Serum or Plasma,mcg/dL,,<88,1,numeric_like
